,Match name,Team name,Batsman name,Runs,Balls,4s,6s,Strike rate
1080,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Glenn Maxwell,5,7,1,0,71.42
1081,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Harshal Patel,0,2,0,0,0.00
1082,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shahbaz Ahmed,1,5,0,0,20.00
1083,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Dinesh Karthik,9,8,1,0,112.50
1084,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Anuj Rawat,1,5,0,0,20.00
1085,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,David Willey,20,20,2,0,100.00
1086,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Karn Sharma,1,3,0,0,33.33
1087,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Akash Deep,17,8,2,1,212.50
1088,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Anmolpreet Singh,31,26,3,1,119.23
1089,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Mayank Agarwal,8,7,1,0,114.28
1090,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Rahul Tripathi,34,41,4,0,82.92
1091,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Aiden Markram,0,1,0,0,0.00
1092,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Harry Brook,3,4,0,0,75.00
1093,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Washington Sundar,16,28,0,0,57.14
1094,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Abdul Samad,21,10,1,2,210.00
1095,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Adil Rashid,4,3,1,0,133.33
1096,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Umran Malik,0,0,0,0,-
1097,Sunrisers Hyderabad Vs Lucknow Super Giants,Sunrisers Hyderabad,Bhuvneshwar Kumar,0,0,0,0,-
1098,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Kyle Mayers,13,14,2,0,92.85
1099,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,KL Rahul,35,31,4,0,112.90
1100,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Deepak Hooda,7,8,0,1,87.50
1101,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,34,23,4,1,147.82
1102,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Marcus Stoinis,10,13,2,0,76.92
1103,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Romario Shepherd,0,1,0,0,0.00
1104,Sunrisers Hyderabad Vs Lucknow Super Giants,Lucknow Super Giants,Nicholas Pooran,11,6,1,1,183.33
1105,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Yashasvi Jaiswal,60,31,11,1,193.54
1106,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Jos Buttler,79,51,11,1,154.90
1107,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Sanju Samson,0,4,0,0,0.00
1108,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Riyan Parag,7,11,0,0,63.63
1109,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Shimron Hetmyer,39,21,1,4,185.71
1110,Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Dhruv Jurel,8,3,0,1,266.66
1111,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Prithvi Shaw,0,3,0,0,0.00
1112,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,David Warner,65,55,7,0,118.18
1113,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Manish Pandey,0,1,0,0,0.00
1114,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Rilee Rossouw,14,12,2,0,116.66
1115,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,38,24,5,0,158.33
1116,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Axar Patel,2,6,0,0,33.33
1117,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Rovman Powell,2,2,0,0,100.00
1118,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Abishek Porel,7,9,1,0,77.77
1119,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Kuldeep Yadav,3,7,0,0,42.85
1120,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Anrich Nortje,0,1,0,0,0.00
1121,Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Mukesh Kumar,1,1,0,0,100.00
1122,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Rohit Sharma,21,13,3,1,161.53
1123,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Ishan Kishan,32,21,5,0,152.38
1124,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Cameron Green,12,11,1,0,109.09
1125,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Suryakumar Yadav,1,2,0,0,50.00
1126,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Tilak Varma,22,18,2,1,122.22
1127,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Arshad Khan,2,4,0,0,50.00
1128,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Tim David,31,22,1,2,140.90
1129,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Tristan Stubbs,5,10,0,0,50.00
1130,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Hrithik Shokeen,18,13,3,0,138.46
1131,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Piyush Chawla,5,6,0,0,83.33
1132,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Devon Conway,0,4,0,0,0.00
1133,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ruturaj Gaikwad,40,36,2,1,111.11
1134,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ajinkya Rahane,61,27,7,3,225.92
1135,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Shivam Dube,28,26,2,1,107.69
1136,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ambati Rayudu,20,16,3,0,125.00
1137,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,Wriddhiman Saha,17,17,3,0,100.00
1138,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,Shubman Gill,39,31,5,0,125.80
1139,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,Sai Sudharsan,53,38,3,2,139.47
1140,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,Abhinav Manohar,14,8,3,0,175.00
1141,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,Vijay Shankar,63,24,4,5,262.50
1142,Gujarat Titans Vs Kolkata Knight Riders,Gujarat Titans,David Miller,2,3,0,0,66.66
1143,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Rahmanullah Gurbaz,15,12,1,1,125.00
1144,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Narayan Jagadeesan,6,8,1,0,75.00
1145,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Venkatesh Iyer,83,40,8,5,207.50
1146,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Nitish Rana,45,29,4,3,155.17
1147,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Rinku Singh,48,21,1,6,228.57
1148,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,1,2,0,0,50.00
1149,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,0,1,0,0,0.00
1150,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Shardul Thakur,0,1,0,0,0.00
1151,Gujarat Titans Vs Kolkata Knight Riders,Kolkata Knight Riders,Umesh Yadav,5,6,0,0,83.33
1152,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Prabhsimran Singh,0,1,0,0,0.00
1153,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Shikhar Dhawan,99,66,12,5,150.00
1154,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Matthew Short,1,3,0,0,33.33
1155,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Jitesh Sharma,4,9,1,0,44.44
1156,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Sam Curran,22,15,3,1,146.66
1157,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Sikandar Raza,5,6,0,0,83.33
1158,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,M Shahrukh Khan,4,3,1,0,133.33
1159,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Harpreet Brar,1,2,0,0,50.00
1160,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Rahul Chahar,0,8,0,0,0.00
1161,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Nathan Ellis,0,5,0,0,0.00
1162,Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Mohit Rathee,1,2,0,0,50.00
1163,Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Harry Brook,13,14,3,0,92.85
1164,Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Agarwal,21,20,3,0,105.00
1165,Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rahul Tripathi,74,48,10,3,154.16
1166,Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Aiden Markram,37,21,6,0,176.19
1167,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Virat Kohli,61,44,4,4,138.63
1168,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Faf du Plessis,79,46,5,5,171.73
1169,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Glenn Maxwell,59,29,3,6,203.44
1170,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Dinesh Karthik,1,1,0,0,100.00
1171,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Kyle Mayers,0,3,0,0,0.00
1172,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,KL Rahul,18,20,1,0,90.00
1173,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Deepak Hooda,9,10,1,0,90.00
1174,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,0,2,0,0,0.00
1175,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Marcus Stoinis,65,30,6,5,216.66
1176,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Nicholas Pooran,62,19,4,7,326.31
1177,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ayush Badoni,30,24,4,0,125.00
1178,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Jaydev Unadkat,9,7,1,0,128.57
1179,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Mark Wood,1,2,0,0,50.00
1180,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ravi Bishnoi,3,2,0,0,150.00
1181,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Avesh Khan,0,1,0,0,0.00
1182,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,David Warner,51,47,6,0,108.51
1183,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Prithvi Shaw,15,10,3,0,150.00
1184,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Manish Pandey,26,18,5,0,144.44
1185,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Yash Dhull,2,4,0,0,50.00
1186,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Rovman Powell,4,4,1,0,100.00
1187,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Lalit Yadav,2,4,0,0,50.00
1188,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Axar Patel,54,25,4,5,216.00
1189,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Abishek Porel,1,3,0,0,33.33
1190,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Kuldeep Yadav,0,1,0,0,0.00
1191,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Anrich Nortje,5,3,1,0,166.66
1192,Delhi Capitals Vs Mumbai Indians,Delhi Capitals,Mustafizur Rahman,1,1,0,0,100.00
1193,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,65,45,6,4,144.44
1194,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,31,26,6,0,119.23
1195,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Tilak Varma,41,29,1,4,141.37
1196,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,0,1,0,0,0.00
1197,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Tim David,13,11,0,1,118.18
1198,Delhi Capitals Vs Mumbai Indians,Mumbai Indians,Cameron Green,17,8,1,1,212.50
1199,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Yashasvi Jaiswal,10,8,2,0,125.00
1200,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Jos Buttler,52,36,1,3,144.44
1201,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Devdutt Padikkal,38,26,5,0,146.15
1202,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Sanju Samson,0,2,0,0,0.00
1203,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Ravichandran Ashwin,30,22,1,2,136.36
1204,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Shimron Hetmyer,30,18,2,2,166.66
1205,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Dhruv Jurel,4,6,0,0,66.66
1206,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Jason Holder,0,1,0,0,0.00
1207,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Adam Zampa,1,1,0,0,100.00
1208,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ruturaj Gaikwad,8,10,1,0,80.00
1209,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Devon Conway,50,38,6,0,131.57
1210,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ajinkya Rahane,31,19,2,1,163.15
1211,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Shivam Dube,8,9,1,0,88.88
1212,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Moeen Ali,7,10,0,0,70.00
1213,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ambati Rayudu,1,2,0,0,50.00
1214,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,25,15,1,2,166.66
1215,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,MS Dhoni,32,17,1,3,188.23
1216,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Harry Brook,100,55,12,3,181.81
1217,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Mayank Agarwal,9,13,0,0,69.23
1218,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Rahul Tripathi,9,4,2,0,225.00
1219,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Aiden Markram,50,26,2,5,192.30
1220,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Abhishek Sharma,32,17,3,2,188.23
1221,Sunrisers Hyderabad Vs Kolkata Knight Riders,Sunrisers Hyderabad,Heinrich Klaasen,16,6,2,1,266.66
1222,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Rahmanullah Gurbaz,0,3,0,0,0.00
1223,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Narayan Jagadeesan,36,21,5,1,171.42
1224,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Venkatesh Iyer,10,11,2,0,90.90
1225,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,0,1,0,0,0.00
1226,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Nitish Rana,75,41,5,6,182.92
1227,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,3,6,0,0,50.00
1228,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Rinku Singh,58,31,4,4,187.09
1229,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Shardul Thakur,12,7,2,0,171.42
1230,Sunrisers Hyderabad Vs Kolkata Knight Riders,Kolkata Knight Riders,Umesh Yadav,1,1,0,0,100.00
1231,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Virat Kohli,50,34,6,1,147.05
1232,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Faf du Plessis,22,16,3,1,137.50
1233,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Mahipal Lomror,26,18,0,2,144.44
1234,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Glenn Maxwell,24,14,0,3,171.42
1235,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Harshal Patel,6,4,0,1,150.00
1236,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Shahbaz Ahmed,20,12,3,0,166.66
1237,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Dinesh Karthik,0,1,0,0,0.00
1238,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Anuj Rawat,15,22,1,0,68.18
1239,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,David Warner,19,13,4,0,146.15
1240,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Prithvi Shaw,0,2,0,0,0.00
1241,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Mitchell Marsh,0,4,0,0,0.00
1242,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Yash Dhull,1,4,0,0,25.00
1243,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Manish Pandey,50,38,5,1,131.57
1244,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Abishek Porel,5,8,0,0,62.50
1245,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Axar Patel,21,14,3,0,150.00
1246,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Aman Hakim Khan,18,10,1,1,180.00
1247,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,4,7,0,0,57.14
1248,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Anrich Nortje,23,14,4,0,164.28
1249,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Kuldeep Yadav,7,6,1,0,116.66
1250,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,KL Rahul,74,56,8,1,132.14
1251,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Kyle Mayers,29,23,1,3,126.08
1252,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Deepak Hooda,2,3,0,0,66.66
1253,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Krunal Pandya,18,17,2,0,105.88
1254,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Nicholas Pooran,0,1,0,0,0.00
1255,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Marcus Stoinis,15,11,0,2,136.36
1256,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Ayush Badoni,5,6,0,0,83.33
1257,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Krishnappa Gowtham,1,2,0,0,50.00
1258,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Yudhvir Singh,0,1,0,0,0.00
1259,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Ravi Bishnoi,3,1,0,0,300.00
1260,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Atharva Taide,0,3,0,0,0.00
1261,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Prabhsimran Singh,4,4,1,0,100.00
1262,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Matthew Short,34,22,5,1,154.54
1263,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Harpreet Singh,22,22,3,0,100.00
1264,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Sikandar Raza,57,41,4,3,139.02
1265,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Sam Curran,6,6,1,0,100.00
1266,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Jitesh Sharma,2,4,0,0,50.00
1267,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,M Shahrukh Khan,23,10,1,2,230.00
1268,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Harpreet Brar,6,4,1,0,150.00
1269,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Kagiso Rabada,0,1,0,0,0.00
1270,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Rahmanullah Gurbaz,8,12,0,0,66.66
1271,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Narayan Jagadeesan,0,5,0,0,0.00
1272,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Venkatesh Iyer,104,51,6,9,203.92
1273,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Nitish Rana,5,10,0,0,50.00
1274,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Shardul Thakur,13,11,1,0,118.18
1275,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Rinku Singh,18,18,2,0,100.00
1276,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Andre Russell,21,11,3,1,190.90
1277,Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,Sunil Narine,2,2,0,0,100.00
1278,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,20,13,1,2,153.84
1279,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,58,25,5,5,232.00
1280,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,43,25,4,3,172.00
1281,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Tilak Varma,30,25,3,1,120.00
1282,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Tim David,24,13,1,2,184.61
1283,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Nehal Wadhera,6,4,1,0,150.00
1284,Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,Cameron Green,1,1,0,0,100.00
1285,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Wriddhiman Saha,4,3,1,0,133.33
1286,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Shubman Gill,45,34,4,1,132.35
1287,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Sai Sudharsan,20,19,2,0,105.26
1288,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Hardik Pandya,28,19,3,1,147.36
1289,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,David Miller,46,30,3,2,153.33
1290,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Abhinav Manohar,27,13,0,3,207.69
1291,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Rahul Tewatia,1,1,0,0,100.00
1292,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Rashid Khan,1,1,0,0,100.00
1293,Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,Alzarri Joseph,0,0,0,0,-
1294,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Yashasvi Jaiswal,1,7,0,0,14.28
1295,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Jos Buttler,0,5,0,0,0.00
1296,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Devdutt Padikkal,26,25,2,2,104.00
1297,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Sanju Samson,60,32,3,6,187.50
1298,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Riyan Parag,5,7,0,0,71.42
1299,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Shimron Hetmyer,56,26,2,5,215.38
1300,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Dhruv Jurel,18,10,2,1,180.00
1301,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Ravichandran Ashwin,10,3,1,1,333.33
1302,Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,Trent Boult,0,1,0,0,0.00
1303,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Ruturaj Gaikwad,3,6,0,0,50.00
1304,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Devon Conway,83,45,6,6,184.44
1305,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Ajinkya Rahane,37,20,3,2,185.00
1306,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Shivam Dube,52,27,2,5,192.59
1307,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Ambati Rayudu,14,6,1,1,233.33
1308,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Moeen Ali,19,9,0,2,211.11
1309,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Ravindra Jadeja,10,8,0,1,125.00
1310,Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,MS Dhoni,1,1,0,0,100.00
1311,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,6,4,1,0,150.00
1312,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Faf du Plessis,62,33,5,4,187.87
1313,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mahipal Lomror,0,5,0,0,0.00
1314,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Glenn Maxwell,76,36,3,8,211.11
1315,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shahbaz Ahmed,12,10,0,1,120.00
1316,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Dinesh Karthik,28,14,3,1,200.00
1317,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Suyash Prabhudessai,19,11,0,2,172.72
1318,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Wayne Parnell,2,5,0,0,40.00
1319,Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Wanindu Hasaranga,2,2,0,0,100.00
1320,Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,Rohit Sharma,28,18,6,0,155.55
