,Match name,Team name,Batsman name,Runs,Balls,4s,6s,Strike rate
483,Punjab Kings Vs Mumbai Indians,Punjab Kings,Atharva Taide,29,17,3,1,170.58
484,Punjab Kings Vs Mumbai Indians,Punjab Kings,Liam Livingstone,10,12,0,1,83.33
485,Punjab Kings Vs Mumbai Indians,Punjab Kings,Harpreet Singh,41,28,4,2,146.42
486,Punjab Kings Vs Mumbai Indians,Punjab Kings,Sam Curran,55,29,5,4,189.65
487,Punjab Kings Vs Mumbai Indians,Punjab Kings,Jitesh Sharma,25,7,0,4,357.14
488,Punjab Kings Vs Mumbai Indians,Punjab Kings,M Shahrukh Khan,0,0,0,0,-
489,Punjab Kings Vs Mumbai Indians,Punjab Kings,Harpreet Brar,5,2,1,0,250.00
490,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,44,27,4,3,162.96
491,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,1,4,0,0,25.00
492,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Cameron Green,67,43,6,3,155.81
493,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,57,26,7,3,219.23
494,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Tim David,25,13,0,2,192.30
495,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Tilak Varma,3,4,0,0,75.00
496,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Nehal Wadhera,0,1,0,0,0.00
497,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Jofra Archer,1,2,0,0,50.00
498,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Virat Kohli,0,1,0,0,0.00
499,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Faf du Plessis,62,39,8,2,158.97
500,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Shahbaz Ahmed,2,4,0,0,50.00
501,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Glenn Maxwell,77,44,6,4,175.00
502,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Mahipal Lomror,8,6,1,0,133.33
503,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Dinesh Karthik,16,13,2,0,123.07
504,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Suyash Prabhudessai,0,2,0,0,0.00
505,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Wanindu Hasaranga,6,7,0,0,85.71
506,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,David Willey,4,2,1,0,200.00
507,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Vijaykumar Vyshak,0,1,0,0,0.00
508,Royal Challengers Bangalore Vs Rajasthan Royals,Royal Challengers Bangalore,Mohammed Siraj,1,1,0,0,100.00
509,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Yashasvi Jaiswal,47,37,5,2,127.02
510,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Jos Buttler,0,2,0,0,0.00
511,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Devdutt Padikkal,52,34,7,1,152.94
512,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Sanju Samson,22,15,2,1,146.66
513,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Shimron Hetmyer,3,9,0,0,33.33
514,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Dhruv Jurel,34,16,2,2,212.50
515,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Ravichandran Ashwin,12,6,2,0,200.00
516,Royal Challengers Bangalore Vs Rajasthan Royals,Rajasthan Royals,Abdul Basith,1,1,0,0,100.00
517,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Ruturaj Gaikwad,35,20,2,3,175.00
518,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Devon Conway,56,40,4,3,140.00
519,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Ajinkya Rahane,71,29,6,5,244.82
520,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Shivam Dube,50,21,2,5,238.09
521,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Ravindra Jadeja,18,8,0,2,225.00
522,Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,MS Dhoni,2,3,0,0,66.66
523,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Narayan Jagadeesan,1,3,0,0,33.33
524,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,0,3,0,0,0.00
525,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Venkatesh Iyer,20,20,2,1,100.00
526,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Nitish Rana,27,20,4,1,135.00
527,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Jason Roy,61,26,5,5,234.61
528,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Rinku Singh,53,33,3,4,160.60
529,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,9,6,0,1,150.00
530,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,David Wiese,1,2,0,0,50.00
531,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Umesh Yadav,4,4,0,0,100.00
532,Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,0,3,0,0,0.00
533,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,David Warner,21,20,2,1,105.00
534,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Phil Salt,0,1,0,0,0.00
535,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,25,15,5,0,166.66
536,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Sarfaraz Khan,10,9,0,1,111.11
537,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Manish Pandey,34,27,2,0,125.92
538,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Aman Hakim Khan,4,2,1,0,200.00
539,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Axar Patel,34,34,4,0,100.00
540,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Ripal Patel,5,6,0,0,83.33
541,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Anrich Nortje,2,2,0,0,100.00
542,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Kuldeep Yadav,4,3,1,0,133.33
543,Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Ishant Sharma,1,1,0,0,100.00
544,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Harry Brook,7,14,0,0,50.00
545,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Agarwal,49,39,7,0,125.64
546,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rahul Tripathi,15,21,0,0,71.42
547,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,5,5,0,0,100.00
548,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Aiden Markram,3,5,0,0,60.00
549,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Heinrich Klaasen,31,19,3,1,163.15
550,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Washington Sundar,24,15,3,0,160.00
551,Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Marco Jansen,2,3,0,0,66.66
552,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Wriddhiman Saha,4,7,0,0,57.14
553,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Shubman Gill,56,34,7,1,164.70
554,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Hardik Pandya,13,14,1,0,92.85
555,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Vijay Shankar,19,16,1,1,118.75
556,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,David Miller,46,22,2,4,209.09
557,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Abhinav Manohar,42,21,3,3,200.00
558,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Rahul Tewatia,20,5,0,3,400.00
559,Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Rashid Khan,2,1,0,0,200.00
560,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,2,8,0,0,25.00
561,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,13,21,1,0,61.90
562,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Cameron Green,33,26,0,3,126.92
563,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Tilak Varma,2,3,0,0,66.66
564,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,23,12,3,1,191.66
565,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Tim David,0,2,0,0,0.00
566,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Nehal Wadhera,40,21,3,3,190.47
567,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Piyush Chawla,18,12,1,1,150.00
568,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Arjun Tendulkar,13,9,0,1,144.44
569,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Jason Behrendorff,3,4,0,0,75.00
570,Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Riley Meredith,0,2,0,0,0.00
571,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Jason Roy,56,29,4,5,193.10
572,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Narayan Jagadeesan,27,29,4,0,93.10
573,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Venkatesh Iyer,31,26,3,0,119.23
574,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Nitish Rana,48,21,3,4,228.57
575,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Andre Russell,1,2,0,0,50.00
576,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Rinku Singh,18,10,2,1,180.00
577,Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,David Wiese,12,3,0,2,400.00
578,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,54,37,6,0,145.94
579,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Faf du Plessis,17,7,1,2,242.85
580,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shahbaz Ahmed,2,5,0,0,40.00
581,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Glenn Maxwell,5,4,1,0,125.00
582,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mahipal Lomror,34,18,1,3,188.88
583,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Dinesh Karthik,22,18,1,1,122.22
584,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Suyash Prabhudessai,10,9,1,0,111.11
585,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Wanindu Hasaranga,5,4,0,0,125.00
586,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,David Willey,11,10,1,0,110.00
587,Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Vijaykumar Vyshak,13,8,0,1,162.50
588,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Yashasvi Jaiswal,77,43,8,4,179.06
589,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Jos Buttler,27,21,4,0,128.57
590,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Sanju Samson,17,17,1,0,100.00
591,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Shimron Hetmyer,8,10,0,0,80.00
592,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Dhruv Jurel,34,15,3,2,226.66
593,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Devdutt Padikkal,27,13,5,0,207.69
594,Rajasthan Royals Vs Chennai Super Kings,Rajasthan Royals,Ravichandran Ashwin,1,1,0,0,100.00
595,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ruturaj Gaikwad,47,29,5,1,162.06
596,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Devon Conway,8,16,1,0,50.00
597,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ajinkya Rahane,15,13,0,0,115.38
598,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Shivam Dube,52,33,2,4,157.57
599,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ambati Rayudu,0,2,0,0,0.00
600,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Moeen Ali,23,12,2,2,191.66
601,Rajasthan Royals Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,23,15,3,0,153.33
602,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,KL Rahul,12,9,1,1,133.33
603,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Kyle Mayers,54,24,7,4,225.00
604,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Ayush Badoni,43,24,3,3,179.16
605,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Marcus Stoinis,72,40,6,5,180.00
606,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Nicholas Pooran,45,19,7,1,236.84
607,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Deepak Hooda,11,6,2,0,183.33
608,Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Krunal Pandya,5,2,1,0,250.00
609,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Prabhsimran Singh,9,13,2,0,69.23
610,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Shikhar Dhawan,1,2,0,0,50.00
611,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Atharva Taide,66,36,8,2,183.33
612,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Sikandar Raza,36,22,4,1,163.63
613,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Liam Livingstone,23,14,2,1,164.28
614,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Sam Curran,21,11,2,1,190.90
615,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Jitesh Sharma,24,10,0,3,240.00
616,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,M Shahrukh Khan,6,9,0,0,66.66
617,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Rahul Chahar,0,1,0,0,0.00
618,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Kagiso Rabada,0,1,0,0,0.00
619,Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Arshdeep Singh,2,2,0,0,100.00
620,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Narayan Jagadeesan,19,15,4,0,126.66
621,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Rahmanullah Gurbaz,81,39,5,7,207.69
622,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Shardul Thakur,0,4,0,0,0.00
623,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Venkatesh Iyer,11,14,0,0,78.57
624,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Nitish Rana,4,3,1,0,133.33
625,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Rinku Singh,19,20,0,1,95.00
626,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,Andre Russell,34,19,2,3,178.94
627,Kolkata Knight Riders Vs Gujarat Titans,Kolkata Knight Riders,David Wiese,8,6,0,1,133.33
628,Kolkata Knight Riders Vs Gujarat Titans,Gujarat Titans,Wriddhiman Saha,10,10,1,0,100.00
629,Kolkata Knight Riders Vs Gujarat Titans,Gujarat Titans,Shubman Gill,49,35,8,0,140.00
630,Kolkata Knight Riders Vs Gujarat Titans,Gujarat Titans,Hardik Pandya,26,20,2,1,130.00
631,Kolkata Knight Riders Vs Gujarat Titans,Gujarat Titans,Vijay Shankar,51,24,2,5,212.50
632,Kolkata Knight Riders Vs Gujarat Titans,Gujarat Titans,David Miller,32,18,2,2,177.77
633,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Abhishek Sharma,67,36,12,1,186.11
634,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Mayank Agarwal,5,6,1,0,83.33
635,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Rahul Tripathi,10,6,0,1,166.66
636,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Aiden Markram,8,13,0,0,61.53
637,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Harry Brook,0,2,0,0,0.00
638,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Heinrich Klaasen,53,27,2,4,196.29
639,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Abdul Samad,28,21,1,2,133.33
640,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Akeal Hosein,16,10,1,1,160.00
641,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,David Warner,0,2,0,0,0.00
642,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Phil Salt,59,35,9,0,168.57
643,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Mitchell Marsh,63,39,1,6,161.53
644,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Manish Pandey,1,3,0,0,33.33
645,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Priyam Garg,12,9,1,0,133.33
646,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Sarfaraz Khan,9,10,1,0,90.00
647,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Axar Patel,29,14,1,2,207.14
648,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Ripal Patel,11,8,1,0,137.50
649,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Ruturaj Gaikwad,37,31,4,1,119.35
650,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Devon Conway,92,52,16,1,176.92
651,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Shivam Dube,28,17,1,2,164.70
652,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Moeen Ali,10,6,2,0,166.66
653,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Ravindra Jadeja,12,10,0,0,120.00
654,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,MS Dhoni,13,4,0,2,325.00
655,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Prabhsimran Singh,42,24,4,2,175.00
656,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Shikhar Dhawan,28,15,4,1,186.66
657,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Atharva Taide,13,17,0,0,76.47
658,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Liam Livingstone,40,24,1,4,166.66
659,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Sam Curran,29,20,1,1,145.00
660,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Jitesh Sharma,21,10,2,1,210.00
661,Chennai Super Kings Vs Punjab Kings,Punjab Kings,M Shahrukh Khan,2,3,0,0,66.66
662,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Sikandar Raza,13,7,1,0,185.71
663,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,124,62,16,8,200.00
664,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Jos Buttler,18,19,2,1,94.73
665,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Sanju Samson,14,10,1,1,140.00
666,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Devdutt Padikkal,2,4,0,0,50.00
667,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Jason Holder,11,9,0,1,122.22
668,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Shimron Hetmyer,8,9,0,1,88.88
669,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Dhruv Jurel,2,3,0,0,66.66
670,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Ravichandran Ashwin,8,5,1,0,160.00
671,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Trent Boult,0,0,0,0,-
672,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,3,5,0,0,60.00
673,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,28,23,4,0,121.73
674,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Cameron Green,44,26,4,2,169.23
675,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,55,29,8,2,189.65
676,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Tilak Varma,29,21,3,1,138.09
677,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Tim David,45,14,2,5,321.42
678,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Virat Kohli,31,30,3,0,103.33
679,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Faf du Plessis,44,40,1,1,110.00
680,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Anuj Rawat,9,11,0,0,81.81
681,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Glenn Maxwell,4,5,0,0,80.00
682,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Suyash Prabhudessai,6,7,0,0,85.71
683,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Dinesh Karthik,16,11,1,1,145.45
684,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Mahipal Lomror,3,4,0,0,75.00
685,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Wanindu Hasaranga,8,7,1,0,114.28
686,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Karn Sharma,2,2,0,0,100.00
687,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Mohammed Siraj,0,1,0,0,0.00
688,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Josh Hazlewood,1,2,0,0,50.00
689,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Kyle Mayers,0,2,0,0,0.00
690,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ayush Badoni,4,11,0,0,36.36
691,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,14,11,3,0,127.27
692,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Deepak Hooda,1,2,0,0,50.00
693,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Marcus Stoinis,13,19,0,1,68.42
694,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Nicholas Pooran,9,7,0,1,128.57
695,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Krishnappa Gowtham,23,13,1,2,176.92
696,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ravi Bishnoi,5,10,0,0,50.00
697,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Amit Mishra,19,30,2,0,63.33
698,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Naveen-ul-Haq,13,13,2,0,100.00
699,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,KL Rahul,0,3,0,0,0.00
700,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Phil Salt,0,1,0,0,0.00
701,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,David Warner,2,2,0,0,100.00
702,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Priyam Garg,10,14,0,0,71.42
703,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Rilee Rossouw,8,6,2,0,133.33
704,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Manish Pandey,1,4,0,0,25.00
705,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Axar Patel,27,30,2,1,90.00
706,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Aman Hakim Khan,51,44,3,3,115.90
707,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Ripal Patel,23,13,2,1,176.92
708,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Anrich Nortje,3,6,0,0,50.00
709,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Kuldeep Yadav,0,1,0,0,0.00
710,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Wriddhiman Saha,0,6,0,0,0.00
711,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Shubman Gill,6,7,1,0,85.71
712,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Hardik Pandya,59,53,7,0,111.32
713,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Vijay Shankar,6,9,1,0,66.66
714,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,David Miller,0,3,0,0,0.00
715,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Abhinav Manohar,26,33,0,1,78.78
716,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Rahul Tewatia,20,7,0,3,285.71
717,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Rashid Khan,3,2,0,0,150.00
718,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Manan Vohra,10,11,1,0,90.90
719,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Kyle Mayers,14,17,2,0,82.35
720,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Karan Sharma,9,16,0,0,56.25
721,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Krunal Pandya,0,1,0,0,0.00
722,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Marcus Stoinis,6,4,1,0,150.00
723,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Nicholas Pooran,20,31,0,0,64.51
724,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Ayush Badoni,59,33,2,4,178.78
725,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Krishnappa Gowtham,1,3,0,0,33.33
726,Punjab Kings Vs Mumbai Indians,Punjab Kings,Prabhsimran Singh,9,7,1,0,128.57
727,Punjab Kings Vs Mumbai Indians,Punjab Kings,Shikhar Dhawan,30,20,5,0,150.00
728,Punjab Kings Vs Mumbai Indians,Punjab Kings,Matthew Short,27,26,2,1,103.84
729,Punjab Kings Vs Mumbai Indians,Punjab Kings,Liam Livingstone,82,42,7,4,195.23
730,Punjab Kings Vs Mumbai Indians,Punjab Kings,Jitesh Sharma,49,27,5,2,181.48
